Provincia,Punto Digital,Actividad,Eje,Categoría,Subcategoría,Menores de 12,De 12 a 20,De 21 a 65,Mayores de 65,Asistentes totales por ejes,% por Ejes,fecha
CORDOBA,Silvio Pellico,Navegación libre,@prender la compu,Navegación libre,--,0,0,2,0,2,0.00 %,2021-03-01
CORDOBA,Silvio Pellico,Clases virtuales,Aprendé más,Apoyo escolar,--,3,9,0,0,12,0.01 %,2021-03-01
CORDOBA,Nono,Capacitación Gratuita: Como gestionar tramites digitales,@prender la compu,Otros,--,8,25,173,287,493,0.24 %,2021-03-01
CORDOBA,Nono,"SEMINARIO VIRTUAL: PRENSA, PANDEMIA Y COBERTURAS DE SALUD",Aprendé más,Otros,--,0,17,38,6,61,0.03 %,2021-03-01
CORDOBA,Nono,CONVOCATORIA PARA JÓVENES INTERESADOS EN TECNOLOGÍA DE LA INFORMACIÓN,Aprendé más,Capacitación en tecnologías,--,6,25,45,19,95,0.05 %,2021-03-01
CORDOBA,Balnearia,Alfabetización digital adultos,@prender la compu,Alfabetización digital,--,0,0,3,0,3,0.00 %,2021-03-01
CORDOBA,Balnearia,Trámites,Trámites,Trámites en general,Constancia de inscripción,0,36,322,60,418,0.20 %,2021-03-01
CORDOBA,Balnearia,Apoyo escolar,Aprendé más,Apoyo escolar,--,20,70,0,0,90,0.04 %,2021-03-01
CORDOBA,Balnearia,Recorrido de Aprendizaje : Educación y TIC,Aprendé más,Capacitación en tecnologías,--,0,0,0,0,0,0.00 %,2021-03-01
CORDOBA,Marull,Asistencia en tramites,Trámites,Trámites en general,Constancia de inscripción,0,5,10,34,49,0.02 %,2021-03-01
SANTA FE,Ciudad de Santa Fe II (Mediateca),Inserción Laboral y armado de CV - Turno Mañana,Manos a la obra,Inserción laboral,--,0,0,4,0,4,0.00 %,2021-03-01
SANTA FE,Ciudad de Santa Fe II (Mediateca),Inserción Laboral y armado de CV - Turno Tarde,Manos a la obra,Inserción laboral,--,0,0,7,0,7,0.00 %,2021-03-01
SANTA FE,Ciudad de Santa Fe II (Mediateca),Manipulación de Alimentos y Bebidas - Turno Mañana,Aprendé más,Otros,--,0,3,5,0,8,0.00 %,2021-03-01
SANTA FE,Ciudad de Santa Fe II (Mediateca),Manipulación de Alimentos y Bebidas - Turno Tarde,Aprendé más,Otros,--,0,0,0,0,0,0.00 %,2021-03-01
SANTA FE,Ciudad de Santa Fe II (Mediateca),El ABC del Microemprendimiento - Turno Mañana,¿Tenés un proyecto?,Microemprendimiento,--,0,0,4,0,4,0.00 %,2021-03-01
SANTA FE,Ciudad de Santa Fe II (Mediateca),El ABC del Microemprendimiento - Turno Tarde,¿Tenés un proyecto?,Microemprendimiento,--,0,3,5,0,8,0.00 %,2021-03-01
SANTA FE,Ciudad de Santa Fe II (Mediateca),ALFABETIZACION DIGITAL - Turno Mañana,@prender la compu,Alfabetización digital,--,0,3,7,0,10,0.00 %,2021-03-01
SANTA FE,Ciudad de Santa Fe II (Mediateca),ALFABETIZACION DIGITAL - Turno Tarde,@prender la compu,Alfabetización digital,--,0,2,4,0,6,0.00 %,2021-03-01
MISIONES,Almafuerte,Utilización de PC e Internet (mañana),@prender la compu,Navegación libre,--,80,120,30,12,242,0.12 %,2021-03-01
MENDOZA,"San Carlos II (Eugenio Bustos, Mendoza)",Freestyle,¿Tenés un proyecto?,Otros,--,0,12,7,0,19,0.01 %,2021-03-01
MENDOZA,"San Carlos II (Eugenio Bustos, Mendoza)",Alfabetización digital,@prender la compu,Alfabetización digital,--,0,0,0,0,0,0.00 %,2021-03-01
MENDOZA,"San Carlos II (Eugenio Bustos, Mendoza)",Inscripcion vacunación covid adultos mayores de 70 años,Servicio municipal,Otros,--,0,0,16,83,99,0.05 %,2021-03-01
CATAMARCA,Tapso,Asistencia ANSES,Trámites,Trámites ANSES,Constancia de inscripción,0,20,97,0,117,0.06 %,2021-03-01
CATAMARCA,Tapso,Asistencia a estudiantes y personas que requieran el uso de las notebook,@prender la compu,Navegación libre,--,0,8,22,0,30,0.01 %,2021-03-01
CATAMARCA,Tapso,Curso de Electricidad,Manos a la obra,Otros oficios,Electricidad,0,0,135,0,135,0.06 %,2021-03-01
CATAMARCA,Tapso,Clases de Herrería,Manos a la obra,Otros oficios,Herrería,0,0,68,0,68,0.03 %,2021-03-01
CATAMARCA,Tapso,Clases de Instalaciones Sanitarias,Manos a la obra,Otros oficios,Plomería,0,0,130,0,130,0.06 %,2021-03-01
CATAMARCA,Tapso,"Internet Libre- Utilización para uso escolar, trámites generales y programa Raíces CATAMARCA",@prender la compu,Navegación libre,--,0,0,20,0,20,0.01 %,2021-03-01
CATAMARCA,Fray Mamerto Esquiú,Taller de excel - Nivel Medio,Aprendé más,Otros,--,0,0,10,0,10,0.00 %,2021-03-01
CATAMARCA,Fray Mamerto Esquiú,Encuentro Virtual Sincronizado.,Servicio municipal,Capacitación,--,0,0,2,0,2,0.00 %,2021-03-01
CATAMARCA,Fray Mamerto Esquiú,Examen virtual de música esc. Municipal.,Aprendé más,Capacitación en tecnologías,--,0,0,1,0,1,0.00 %,2021-03-01
CATAMARCA,Fray Mamerto Esquiú,Capacitación a docentes de la escuela Municipal.,Aprendé más,Capacitación en tecnologías,--,0,0,5,0,5,0.00 %,2021-03-01
CATAMARCA,Fray Mamerto Esquiú,Capacitación Política Municipal.,Servicio municipal,Capacitación,--,0,0,2,0,2,0.00 %,2021-03-01
CATAMARCA,Fray Mamerto Esquiú,Reunión Virtual Directivos del Establecimiento Escolar Municipal,Videoconferencias,Educación,--,0,0,5,0,5,0.00 %,2021-03-01
CATAMARCA,Fray Mamerto Esquiú,Capacitación para nodo de vacunación.,Servicio municipal,Capacitación,--,0,0,15,0,15,0.01 %,2021-03-01
CATAMARCA,Fray Mamerto Esquiú,Ciclo de charla virtual sobre Fray Mamerto Esquiu.,Videoconferencias,Otra videoconferencia,--,0,0,3,0,3,0.00 %,2021-03-01
