Provincia,Punto Digital,Actividad,Eje,Categoría,Subcategoría,Menores de 12,De 12 a 20,De 21 a 65,Mayores de 65,Asistentes totales por ejes,% por Ejes,fecha
BUENOS AIRES,Guaminí,Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Tercer encuentro,Videoconferencias,Otra videoconferencia,--,0,0,2,0,2,0.00 %,2021-05-01
BUENOS AIRES,Guaminí,Articulación Programa Envion,¿Tenés un proyecto?,Otros,--,0,9,0,0,9,0.00 %,2021-05-01
BUENOS AIRES,Guaminí,Programa Municipal Aula Virtual,Servicio municipal,Articulacion municipales,--,2,6,3,0,11,0.00 %,2021-05-01
BUENOS AIRES,Guaminí,Internet libre,Servicio municipal,Uso libre,--,0,5,0,0,5,0.00 %,2021-05-01
BUENOS AIRES,Guaminí,VIERNES DE CINE,Servicio municipal,Actividades municipales,--,0,0,0,0,0,0.00 %,2021-05-01
BUENOS AIRES,Guaminí,Articulación Centro de Formación Laboral Silvio Morosini Nº 401,Aprendé más,Otros,--,0,0,9,0,9,0.00 %,2021-05-01
BUENOS AIRES,Rivadavia II,Navegación Libre,@prender la compu,Navegación libre,--,0,5,5,0,10,0.00 %,2021-05-01
BUENOS AIRES,Rivadavia II,Ofimatica,@prender la compu,Otros,--,0,5,5,0,10,0.00 %,2021-05-01
RIO NEGRO,Guardia Mitre,Navegación Libre,@prender la compu,Navegación libre,--,13,30,38,1,82,0.02 %,2021-05-01
RIO NEGRO,Guardia Mitre,Juegos X-Box,Servicio municipal,Uso libre,--,15,3,0,0,18,0.00 %,2021-05-01
SANTA CRUZ,Pico Truncado II (NIDO),Inscripciones Progresar,Trámites,Trámites Progresar,--,0,0,3,0,3,0.00 %,2021-05-01
SANTA CRUZ,Pico Truncado II (NIDO),Validación de Identidad- Mi Argentina,Trámites,Trámites Mi Argentina,Otros,0,2,9,2,13,0.00 %,2021-05-01
CORDOBA,La Cautiva,Turnos Banco,Trámites,Trámites en general,Constancia de inscripción,0,0,0,5,5,0.00 %,2021-05-01
CORDOBA,La Cautiva,Curso de Cuidados domiciliarios,Aprendé más,Otros,--,0,0,50,0,50,0.01 %,2021-05-01
CORDOBA,La Cautiva,Inscripción a vacunación COVID-19,Trámites,Trámites en general,Constancia de inscripción,0,0,20,13,33,0.01 %,2021-05-01
CORDOBA,La Cautiva,"Tramites en general, investigación o impresión - Turno mañana",Trámites,Trámites en general,Constancia de inscripción,0,33,39,5,77,0.02 %,2021-05-01
CORDOBA,La Cautiva,"Tramites en general, investigación o impresión - Turno tarde",Trámites,Trámites en general,Constancia de inscripción,0,13,18,3,34,0.01 %,2021-05-01
CORDOBA,La Higuera,"ATENCION PSICOLOGICA PARA JOVENES, NIÑOS Y ADULTOS",Servicio municipal,Actividades municipales,--,0,1,9,0,10,0.00 %,2021-05-01
CORDOBA,La Higuera,TALLER CON PERSONAL POLICIAL organizado por servicio municipal (psicóloga y asistente social),Servicio municipal,Actividades municipales,--,0,0,10,0,10,0.00 %,2021-05-01
CHACO,Barranqueras (Chaco),Actualización de Datos Programa Potenciar Trabajo,Servicio municipal,Otros,--,0,0,47,8,55,0.02 %,2021-05-01
CHACO,Barranqueras (Chaco),Cursos de Introducción al Trabajo,Servicio municipal,Otros,--,0,0,42,0,42,0.01 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Segundo encuentro,Videoconferencias,Otra videoconferencia,--,0,0,0,0,0,0.00 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Granja y Huerta,Videoconferencias,Educación,--,60,0,60,0,120,0.03 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Estimuladora temprana,Servicio municipal,Uso terapéutico,--,50,0,0,0,50,0.01 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Casa Belén,Servicio municipal,"Actividades culturales, deportivas, artísticas",Artísticas y culturales,0,0,35,0,35,0.01 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Navegación Libre,@prender la compu,Navegación libre,--,10,15,30,0,55,0.02 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Alfabetización Digital Adultos 1,@prender la compu,Alfabetización digital,--,0,0,20,0,20,0.01 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Alfabetización Digital Adultos 2,@prender la compu,Alfabetización digital,--,0,0,20,0,20,0.01 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Alfabetización Digital Adultos 3,@prender la compu,Alfabetización digital,--,0,0,20,0,20,0.01 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Alfabetización Digital Niños 1,@prender la compu,Alfabetización digital,--,0,25,0,0,25,0.01 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Alfabetización Digital Niños 2,@prender la compu,Alfabetización digital,--,10,20,0,0,30,0.01 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Aprender jugando,@prender la compu,Otros,--,16,0,0,0,16,0.00 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Fonoaudióloga Sandra,Servicio municipal,Uso terapéutico,--,40,0,0,0,40,0.01 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Psicólogo Entramando Futuro,Servicio municipal,Uso terapéutico,--,0,20,20,0,40,0.01 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Doctora Dolores Lucero,Servicio municipal,Uso terapéutico,--,30,20,20,10,80,0.02 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Apoyo Escolar Hna. María Paz,Aprendé más,Apoyo escolar,--,10,40,0,0,50,0.01 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Psicopedagoga Ma. Belén,Servicio municipal,Uso terapéutico,--,40,0,0,0,40,0.01 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Asistente Social Daiana,Servicio municipal,Otros,--,0,0,30,30,60,0.02 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Tramites Progresar,Trámites,Trámites Progresar,--,0,5,0,0,5,0.00 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Sistema Braille,Aprendé más,Otros,--,0,0,10,0,10,0.00 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Yoga 1,Servicio municipal,Uso libre,--,0,0,20,0,20,0.01 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Futbol 6-7-8,Servicio municipal,Uso libre,--,20,0,0,0,20,0.01 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Futbol 9-10-11,Servicio municipal,Uso libre,--,20,20,0,0,40,0.01 %,2021-05-01
BUENOS AIRES,San Nicolás de los Arroyos II (CEC),Vacunación e inscripción Vacuna Covid-19,Servicio municipal,Otros,--,50,30,30,20,130,0.04 %,2021-05-01
BUENOS AIRES,Berisso II (El Carmen),Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Segundo encuentro,Videoconferencias,Otra videoconferencia,--,0,0,5,0,5,0.00 %,2021-05-01
BUENOS AIRES,Berisso II (El Carmen),Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Tercer encuentro,Videoconferencias,Otra videoconferencia,--,0,0,3,0,3,0.00 %,2021-05-01
BUENOS AIRES,Berisso II (El Carmen),Inscripciones a vacunate,Trámites,Trámites en general,Constancia de inscripción,0,0,20,35,55,0.02 %,2021-05-01
BUENOS AIRES,Berisso II (El Carmen),Asistencia presencial y remota a tramites Progresar Joven y Progresar trabajo,Trámites,Trámites Progresar,--,0,10,5,0,15,0.00 %,2021-05-01
BUENOS AIRES,Berisso II (El Carmen),Asistencia a tramites de solicitud de antecedentes,Trámites,Trámites en general,Generación de Clave Fiscal,0,0,0,0,0,0.00 %,2021-05-01
BUENOS AIRES,Berisso II (El Carmen),Inscripción y seguimiento de turnos en VACUNATE,Servicio municipal,Otros,--,0,0,25,30,55,0.02 %,2021-05-01
BUENOS AIRES,Berisso II (El Carmen),Inscripcion y acompañamiento en cursos virtuales,@prender la compu,Otros,--,0,0,10,0,10,0.00 %,2021-05-01
BUENOS AIRES,Berisso II (El Carmen),Validación de identidad,Trámites,Trámites Mi Argentina,Otros,0,0,1,0,1,0.00 %,2021-05-01
CORRIENTES,Curuzú Cuatiá II,SECUNDARIA FINES MODULO I,Aprendé más,FINES,--,0,10,40,0,50,0.01 %,2021-05-01
CORRIENTES,Curuzú Cuatiá II,SECUNDARIA FINES MODULO V,Aprendé más,FINES,--,0,0,30,0,30,0.01 %,2021-05-01
CORRIENTES,Curuzú Cuatiá II,SECUNDARIA FINES MODULO VI,Aprendé más,FINES,--,0,0,16,0,16,0.00 %,2021-05-01
BUENOS AIRES,Lobería II,Vacunación COVID19,Servicio municipal,Otros,--,0,0,1200,1383,2583,0.71 %,2021-05-01
BUENOS AIRES,Mar Chiquita II,Capacitación en uso de Redes Sociales para coordinadores/as de Puntos Digitales,Videoconferencias,Otra videoconferencia,--,0,0,1,0,1,0.00 %,2021-05-01
BUENOS AIRES,Mar Chiquita II,Curso de Fotografia,Servicio municipal,"Actividades culturales, deportivas, artísticas",Artísticas y culturales,0,0,20,0,20,0.01 %,2021-05-01
BUENOS AIRES,Mar Chiquita II,Marketing Digital,Aprendé más,Capacitación en tecnologías,--,0,0,20,0,20,0.01 %,2021-05-01
BUENOS AIRES,Mar Chiquita II,Autocad,Aprendé más,Capacitación en tecnologías,--,0,0,20,0,20,0.01 %,2021-05-01
BUENOS AIRES,Mar Chiquita II,Computacion Adultos,Aprendé más,Capacitación en tecnologías,--,0,0,20,0,20,0.01 %,2021-05-01
BUENOS AIRES,La Matanza VI (CEC 17 de marzo),Capacitación Coordinadorxs Usuarixs Validadores de Identidad en Mi Argentina -MAYO- 20/5 - 11hs,Videoconferencias,Derechos Ciudadanos,--,0,0,1,0,1,0.00 %,2021-05-01
BUENOS AIRES,La Matanza VI (CEC 17 de marzo),Alfabetización digital para niños - Turno mañana,@prender la compu,Alfabetización digital,--,40,12,0,0,52,0.01 %,2021-05-01
BUENOS AIRES,La Matanza VI (CEC 17 de marzo),Alfabetización digital para niños - Turno tarde,@prender la compu,Alfabetización digital,--,80,10,0,0,90,0.02 %,2021-05-01
BUENOS AIRES,La Matanza VI (CEC 17 de marzo),Ciclo de Cine,Servicio municipal,"Actividades culturales, deportivas, artísticas",Artísticas y culturales,80,15,0,0,95,0.03 %,2021-05-01
TUCUMAN,Ranchillos,PROGRESAR,Trámites,Trámites Progresar,--,0,26,20,0,46,0.01 %,2021-05-01
TUCUMAN,Ranchillos,TRAMITES ANSES,Trámites,Trámites ANSES,Constancia de inscripción,0,30,22,16,68,0.02 %,2021-05-01
TUCUMAN,Ranchillos,VACUNACION,Trámites,Trámites en general,Constancia de inscripción,0,0,56,30,86,0.02 %,2021-05-01
LA RIOJA,Famatina III (Campanas),Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Segundo encuentro,Videoconferencias,Otra videoconferencia,--,0,0,1,0,1,0.00 %,2021-05-01
LA RIOJA,Famatina III (Campanas),Trámites,Trámites,Trámites ANSES,Constancia de inscripción,0,0,18,0,18,0.00 %,2021-05-01
LA RIOJA,Famatina III (Campanas),Apoyo escolar,Aprendé más,Apoyo escolar,--,2,2,0,0,4,0.00 %,2021-05-01
LA RIOJA,Famatina III (Campanas),@Me Divierto,Servicio municipal,Uso libre,--,2,1,0,0,3,0.00 %,2021-05-01
BUENOS AIRES,Carlos Tejedor,TRAMITES,Trámites,Trámites en general,Constancia de inscripción,0,2,4,3,9,0.00 %,2021-05-01
BUENOS AIRES,Carlos Tejedor,TRAMITES,Trámites,Trámites en general,Constancia de inscripción,0,1,3,4,8,0.00 %,2021-05-01
BUENOS AIRES,Carlos Tejedor,TRAMITES,Trámites,Trámites en general,Constancia de inscripción,0,1,3,5,9,0.00 %,2021-05-01
BUENOS AIRES,Quilmes III (Villa Itatí),Apoyo escolar,Aprendé más,Apoyo escolar,--,120,110,0,0,230,0.06 %,2021-05-01
MENDOZA,Tunuyán (Mendoza),Alfabetización Digital para Adultos Mayores,@prender la compu,Alfabetización digital,--,0,0,28,0,28,0.01 %,2021-05-01
MENDOZA,Tunuyán (Mendoza),Articulación Con CEBJA 3-233 Elvira Giordano de Dalvid,Aprendé más,Apoyo escolar,--,0,19,6,0,25,0.01 %,2021-05-01
MENDOZA,Tunuyán (Mendoza),Inscripciones a Becas Progresar y Manuel Belgrano,Trámites,Trámites ANSES,Constancia de inscripción,0,21,27,0,48,0.01 %,2021-05-01
MENDOZA,Tunuyán (Mendoza),Articulación Con CEBJA 3-017 “Ricardo Levene”,Aprendé más,Apoyo escolar,--,0,12,8,0,20,0.01 %,2021-05-01
MENDOZA,Tunuyán (Mendoza),"CURSO DE INTRODUCCIÓN AL TRABAJO - MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOOCIAL",Servicio municipal,Capacitación,--,0,15,16,0,31,0.01 %,2021-05-01
MENDOZA,Tunuyán (Mendoza),Entrega de Material para microemprendedores - de incubadoras,Servicio municipal,Conmemoración,--,0,5,31,7,43,0.01 %,2021-05-01
MENDOZA,Tunuyán (Mendoza),Curso Municipal de Manipulación Segura de Alimentos,Servicio municipal,Capacitación,--,0,2,77,2,81,0.02 %,2021-05-01
MENDOZA,Tunuyán (Mendoza),Charla de Capacitación y Evaluación para obtener la Licencia de Conducir,Servicio municipal,Capacitación,--,0,13,76,3,92,0.03 %,2021-05-01
MENDOZA,Tunuyán (Mendoza),Incripción para Vacunación Covid 19 y Antigripal,Trámites,Trámites en general,Constancia de inscripción,0,0,61,2,63,0.02 %,2021-05-01
SAN LUIS,Concarán,Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Segundo encuentro,Videoconferencias,Otra videoconferencia,--,0,0,3,1,4,0.00 %,2021-05-01
SAN LUIS,Concarán,Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Tercer encuentro,Videoconferencias,Otra videoconferencia,--,0,0,3,2,5,0.00 %,2021-05-01
SAN LUIS,Concarán,Capacitación en uso de Redes Sociales para coordinadores/as de Puntos Digitales,Videoconferencias,Otra videoconferencia,--,0,0,1,0,1,0.00 %,2021-05-01
SAN LUIS,Concarán,Taller de Computación: Adultos Mayores,@prender la compu,Alfabetización digital,--,0,0,0,56,56,0.02 %,2021-05-01
SAN LUIS,Concarán,Primer Taller de Formación de Cuidadores Domiciliarios,Aprendé más,Otros,--,0,0,210,0,210,0.06 %,2021-05-01
SAN LUIS,Concarán,SOLICITUD DE TURNOS TRAMITES BANCARIOS,Trámites,Trámites en general,Constancia de inscripción,0,0,2,2,4,0.00 %,2021-05-01
SAN LUIS,Concarán,VALIDACIÓN DE IDENTIDAD EN MI ARGENTINA,Trámites,Trámites Mi Argentina,Otros,0,0,2,0,2,0.00 %,2021-05-01
SAN LUIS,Concarán,Capacitación “Manejo del Patrimonio Artístico Cultural”,Aprendé más,Otros,--,0,0,48,0,48,0.01 %,2021-05-01
MISIONES,Aristóbulo del Valle,TRAMITES EN LINEA /ANSES (2021),Trámites,Trámites ANSES,Constancia de inscripción,0,78,671,28,777,0.21 %,2021-05-01
MISIONES,Aristóbulo del Valle,Tareas Varias (2021),Servicio municipal,Otros,--,2,14,205,15,236,0.07 %,2021-05-01
MISIONES,Aristóbulo del Valle,ARMADO DE CURRICULUM (2021),Manos a la obra,Inserción laboral,--,0,2,0,0,2,0.00 %,2021-05-01
MISIONES,Aristóbulo del Valle,Centro de Apoyo Pedagógico y Tecnológico,Aprendé más,Apoyo escolar,--,24,47,47,0,118,0.03 %,2021-05-01
MISIONES,Aristóbulo del Valle,Computación Básica (2021),@prender la compu,Alfabetización digital,--,24,46,50,0,120,0.03 %,2021-05-01
MISIONES,Aristóbulo del Valle,Vacunas COVID19,Servicio municipal,Información y prevención,--,0,6,74,6,86,0.02 %,2021-05-01
MISIONES,Aristóbulo del Valle,PAMI (2021),Trámites,Trámites PAMI,Registro de antecedentes penales,0,0,0,7,7,0.00 %,2021-05-01
MISIONES,Aristóbulo del Valle,Potenciar Trabajo,Trámites,Trámites en general,Constancia de inscripción,0,0,9,0,9,0.00 %,2021-05-01
SALTA,Animaná,Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Segundo encuentro,Videoconferencias,Otra videoconferencia,--,10,10,10,10,40,0.01 %,2021-05-01
SALTA,Animaná,Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Tercer encuentro,Videoconferencias,Otra videoconferencia,--,10,10,10,10,40,0.01 %,2021-05-01
SALTA,Animaná,Capacitación con Area de Transito,Servicio municipal,Capacitación,--,10,10,10,10,40,0.01 %,2021-05-01
SALTA,Animaná,Espacio de uso libre de computadoras,@prender la compu,Navegación libre,--,10,10,10,10,40,0.01 %,2021-05-01
SANTA FE,Comuna Peyrano,Curso de Microsoft Excel - nivel avanzado,Aprendé más,Capacitación en tecnologías,--,0,2,9,0,11,0.00 %,2021-05-01
SANTA FE,Comuna Peyrano,"Servicio local de niñez, adolescencia y familia",Servicio municipal,Articulacion municipales,--,2,4,6,0,12,0.00 %,2021-05-01
SANTA FE,Comuna Peyrano,Espacio Libre - Tramites On-line,Trámites,Trámites en general,Constancia de inscripción,0,2,12,4,18,0.00 %,2021-05-01
CORDOBA,Río Cuarto,Alfabetización Digital - Capacitación interna de empleadas y empleados municipales,@prender la compu,Alfabetización digital,--,0,0,20,0,20,0.01 %,2021-05-01
CORDOBA,Río Cuarto,Trámites y consultas online,Trámites,Trámites en general,Constancia de inscripción,0,0,88,49,137,0.04 %,2021-05-01
CORDOBA,Río Cuarto,Alfabetización Digital,@prender la compu,Alfabetización digital,--,0,0,10,0,10,0.00 %,2021-05-01
CORDOBA,Río Cuarto,Introducción al abordaje de masculinidades y violencia de género,Aprendé más,Otros,--,0,0,25,0,25,0.01 %,2021-05-01
CORDOBA,Río Cuarto,Conversatorio sobre masculinidades y violencia de género,Aprendé más,Otros,--,0,0,35,0,35,0.01 %,2021-05-01
BUENOS AIRES,Escobar (Maquinista Savio),Validación de identidad,Trámites,Trámites en general,Constancia de inscripción,0,0,0,0,0,0.00 %,2021-05-01
BUENOS AIRES,Escobar (Maquinista Savio),Acompañamiento Educativo,Aprendé más,Apoyo escolar,--,25,0,0,0,25,0.01 %,2021-05-01
BUENOS AIRES,Escobar (Maquinista Savio),Acompañamiento Educativo,Aprendé más,Apoyo escolar,--,0,20,0,0,20,0.01 %,2021-05-01
BUENOS AIRES,Escobar (Maquinista Savio),SPORTIC,@prender la compu,Otros,--,0,80,0,0,80,0.02 %,2021-05-01
BUENOS AIRES,Escobar (Maquinista Savio),Electricidad,Manos a la obra,Otros oficios,Electricidad,0,0,10,0,10,0.00 %,2021-05-01
BUENOS AIRES,Escobar (Maquinista Savio),Costura,Manos a la obra,Otros oficios,Corte y confección,0,0,7,0,7,0.00 %,2021-05-01
CHACO,Margarita Belén,tramites ANSES,Trámites,Trámites ANSES,Constancia de inscripción,0,0,81,9,90,0.02 %,2021-05-01
ENTRE RIOS,Concordia II NIDO,Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Tercer encuentro,Videoconferencias,Otra videoconferencia,--,0,0,0,0,0,0.00 %,2021-05-01
ENTRE RIOS,Concordia II NIDO,Capacitación en uso de Redes Sociales para coordinadores/as de Puntos Digitales,Videoconferencias,Otra videoconferencia,--,0,0,2,0,2,0.00 %,2021-05-01
ENTRE RIOS,Concordia II NIDO,El ABC del microemprendimiento,Manos a la obra,Oficios digitales,--,0,0,0,0,0,0.00 %,2021-05-01
ENTRE RIOS,Concordia II NIDO,Periodismo y Comunicación,Servicio municipal,Capacitación,--,0,0,0,0,0,0.00 %,2021-05-01
ENTRE RIOS,Concordia II NIDO,Becas Progresar,Trámites,Trámites Progresar,--,0,3,2,0,5,0.00 %,2021-05-01
ENTRE RIOS,Concordia II NIDO,Navegación Libre,@prender la compu,Navegación libre,--,0,0,0,0,0,0.00 %,2021-05-01
ENTRE RIOS,Concordia II NIDO,Tarde de Juegos,@prender la compu,Otros,--,4,1,0,0,5,0.00 %,2021-05-01
SALTA,Hipólito Yrigoyen (Salta),Inscripción Aula Virtual para Mayores 18 años,Aprendé más,Otros,--,0,0,60,0,60,0.02 %,2021-05-01
SALTA,Hipólito Yrigoyen (Salta),Sala Libre Para Estudiantes Universitario-Terciaros,Aprendé más,Otros,--,0,20,50,0,70,0.02 %,2021-05-01
SALTA,Hipólito Yrigoyen (Salta),Tramites Generales,Trámites,Trámites en general,Constancia de inscripción,0,30,60,30,120,0.03 %,2021-05-01
SALTA,Hipólito Yrigoyen (Salta),Alfabetización Digital,@prender la compu,Alfabetización digital,--,20,0,5,8,33,0.01 %,2021-05-01
SALTA,Hipólito Yrigoyen (Salta),Alfabetización Digital (copia),@prender la compu,Alfabetización digital,--,18,0,43,13,74,0.02 %,2021-05-01
BUENOS AIRES,Almirante Brown,Inscripción al programa Acompañar,Servicio municipal,Otros,--,0,20,57,0,77,0.02 %,2021-05-01
BUENOS AIRES,Almirante Brown,Uso de internet para personas sin acceso.,Servicio municipal,Uso libre,--,3,9,8,6,26,0.01 %,2021-05-01
BUENOS AIRES,Almirante Brown,Mi primera huerta,Aprendé más,Otros,--,0,3,152,15,170,0.05 %,2021-05-01
LA RIOJA,Patquía,La escuela de Paganso en el Punto Digital,Aprendé más,Apoyo escolar,--,20,0,0,0,20,0.01 %,2021-05-01
BUENOS AIRES,Leandro N. Alem II (Alberdi),EL PUNTO DIGITAL EN LA LUCHA CONTRA EL CORONAVIRUS,Servicio municipal,Otros,--,0,0,527,253,780,0.21 %,2021-05-01
BUENOS AIRES,Leandro N. Alem II (Alberdi),ENTREGA DE AYUDAS ECONOMICAS ESTUDIANTILES,Servicio municipal,Actividades municipales,--,0,152,249,0,401,0.11 %,2021-05-01
BUENOS AIRES,Tres Arroyos,Progresar,Trámites,Trámites Progresar,--,0,20,20,0,40,0.01 %,2021-05-01
BUENOS AIRES,Castelli (Buenos Aires),Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Segundo encuentro,Videoconferencias,Otra videoconferencia,--,0,0,5,0,5,0.00 %,2021-05-01
BUENOS AIRES,Castelli (Buenos Aires),Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Tercer encuentro,Videoconferencias,Otra videoconferencia,--,0,0,5,0,5,0.00 %,2021-05-01
BUENOS AIRES,Castelli (Buenos Aires),TRAMITES,Trámites,Trámites Municipales,Constancia de inscripción,0,0,6,0,6,0.00 %,2021-05-01
BUENOS AIRES,Castelli (Buenos Aires),Alfabetización Digital,@prender la compu,Alfabetización digital,--,0,0,3,0,3,0.00 %,2021-05-01
BUENOS AIRES,Castelli (Buenos Aires),Géneros e Inclusión,Servicio municipal,Capacitación,--,0,0,0,0,0,0.00 %,2021-05-01
BUENOS AIRES,Castelli (Buenos Aires),Ayuda tecnologica,Aprendé más,Capacitación en tecnologías,--,0,10,12,0,22,0.01 %,2021-05-01
BUENOS AIRES,Castelli (Buenos Aires),Becas Progresar,Trámites,Trámites Progresar,--,0,0,0,0,0,0.00 %,2021-05-01
BUENOS AIRES,Castelli (Buenos Aires),Herramientas Digitales para crecer en tu oficio,Manos a la obra,Inserción laboral,--,0,0,0,0,0,0.00 %,2021-05-01
BUENOS AIRES,Castelli (Buenos Aires),E-commerce Castelli,Aprendé más,Capacitación en tecnologías,--,0,0,8,0,8,0.00 %,2021-05-01
BUENOS AIRES,Castelli (Buenos Aires),Concurso de dibujo y tecnologia,¿Tenés un proyecto?,Otros,--,9,6,0,0,15,0.00 %,2021-05-01
CHUBUT,Comodoro Rivadavia II (CIP),Recorrido de Aprendizaje “Inclusión Digital” - Grupo 1,@prender la compu,Alfabetización digital,--,0,0,19,4,23,0.01 %,2021-05-01
CHUBUT,Comodoro Rivadavia II (CIP),Recorrido de Aprendizaje “Inclusión Digital” - Grupo 2,@prender la compu,Alfabetización digital,--,0,0,10,3,13,0.00 %,2021-05-01
CHUBUT,Comodoro Rivadavia II (CIP),Recorrido de Aprendizaje “Inclusión Digital” - Grupo 3,@prender la compu,Alfabetización digital,--,0,0,43,0,43,0.01 %,2021-05-01
CIUDAD AUTONOMA DE BUENOS AIRES,La Boca - CABA,Espacio Educativo para niñxs,¿Tenés un proyecto?,Otros,--,450,360,0,0,810,0.22 %,2021-05-01
CIUDAD AUTONOMA DE BUENOS AIRES,La Boca - CABA,Espacio de consulta y realizacion de tramites,Trámites,Trámites en general,Constancia de inscripción,0,20,35,4,59,0.02 %,2021-05-01
CIUDAD AUTONOMA DE BUENOS AIRES,La Boca - CABA,Cine recreativo para niñxs,¿Tenés un proyecto?,Otros,--,525,389,0,0,914,0.25 %,2021-05-01
CIUDAD AUTONOMA DE BUENOS AIRES,La Boca - CABA,Dia de lxs trabajadorxs,¿Tenés un proyecto?,Otros,--,25,15,0,0,40,0.01 %,2021-05-01
CIUDAD AUTONOMA DE BUENOS AIRES,La Boca - CABA,Revolución de Mayo,¿Tenés un proyecto?,Otros,--,65,35,0,0,100,0.03 %,2021-05-01
LA PAMPA,Catriló,Capacitación en uso de Redes Sociales para coordinadores/as de Puntos Digitales,Videoconferencias,Otra videoconferencia,--,0,0,0,0,0,0.00 %,2021-05-01
BUENOS AIRES,Berisso I,Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Segundo encuentro,Videoconferencias,Otra videoconferencia,--,62,163,461,118,804,0.22 %,2021-05-01
BUENOS AIRES,Berisso I,Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Tercer encuentro,Videoconferencias,Otra videoconferencia,--,12,99,423,76,610,0.17 %,2021-05-01
BUENOS AIRES,Dolores (CAJ),Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Segundo encuentro,Videoconferencias,Otra videoconferencia,--,62,163,461,118,804,0.22 %,2021-05-01
BUENOS AIRES,Dolores (CAJ),Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Tercer encuentro,Videoconferencias,Otra videoconferencia,--,12,99,423,76,610,0.17 %,2021-05-01
BUENOS AIRES,General La Madrid,Capacitación en uso de Redes Sociales para coordinadores/as de Puntos Digitales,Videoconferencias,Otra videoconferencia,--,10,16,132,7,165,0.05 %,2021-05-01
BUENOS AIRES,General Las Heras,Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Segundo encuentro,Videoconferencias,Otra videoconferencia,--,62,163,461,118,804,0.22 %,2021-05-01
BUENOS AIRES,General Las Heras,Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Tercer encuentro,Videoconferencias,Otra videoconferencia,--,12,99,423,76,610,0.17 %,2021-05-01
BUENOS AIRES,General Las Heras,Capacitación en uso de Redes Sociales para coordinadores/as de Puntos Digitales,Videoconferencias,Otra videoconferencia,--,10,16,132,7,165,0.05 %,2021-05-01
BUENOS AIRES,General Rodríguez,Capacitación en uso de Redes Sociales para coordinadores/as de Puntos Digitales,Videoconferencias,Otra videoconferencia,--,10,16,132,7,165,0.05 %,2021-05-01
BUENOS AIRES,Marcos Paz I (CIC),Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Segundo encuentro,Videoconferencias,Otra videoconferencia,--,62,163,461,118,804,0.22 %,2021-05-01
BUENOS AIRES,Marcos Paz II (UMI),Aproximaciones a la pandemia desde la filosofía y el psicoanálisis: Segundo encuentro,Videoconferencias,Otra videoconferencia,--,62,163,461,118,804,0.22 %,2021-05-01
